,vanue,vanue_category,venue_latitude,venue_longitude,neighborhood_name,neighborhood_latitude,neighborhood_longitude
1,Five Point Crossing,Plaza,22.601877985275,88.37379276752472,Shyam Bazar,22.60041139,88.37404512
2,Dimpi Restaurant,Vegetarian / Vegan Restaurant,22.60137697288142,88.37348597647116,Shyam Bazar,22.60041139,88.37404512
3,Shyambazar Metro Station,Metro Station,22.60082806866278,88.37095499038696,Shyam Bazar,22.60041139,88.37404512
4,Arsalan,Mughlai Restaurant,22.59675435996533,88.37158060634327,Shyam Bazar,22.60041139,88.37404512
0,Sinthee More,Plaza,22.630965412985603,88.37846517562866,Sinthi,22.6299622,88.38181745
1,Foodpath,Burger Joint,22.62955491278525,88.38086493766737,Sinthi,22.6299622,88.38181745
2,State Bank of India ATM,ATM,22.6304143,88.3827802,Sinthi,22.6299622,88.38181745
0,,,,,Sodepur,22.72313735,88.4093435
0,,,,,Sonarpur,22.4059,88.4433
0,Menoka Cinema,Movie Theater,22.510986011685425,88.3507204055786,Southern Avenue,22.51073655,88.34947523
1,Mandarin Restaurant,Chinese Restaurant,22.513240828747044,88.35297346115112,Southern Avenue,22.51073655,88.34947523
0,Subway,Sandwich Place,22.561826910561027,88.3552211523056,Taltala,22.56413812,88.3583619
1,Cafe Coffee Day,Café,22.567637663459436,88.35610091686249,Taltala,22.56413812,88.3583619
2,Hind INOX,Multiplex,22.564914249033535,88.35915197939791,Taltala,22.56413812,88.3583619
3,Chandni Chowk Market,Flea Market,22.56661118962308,88.35588891639183,Taltala,22.56413812,88.3583619
4,Madras Restaurant,South Indian Restaurant,22.56789029933467,88.35578441619873,Taltala,22.56413812,88.3583619
0,Beijing Restaurant,Chinese Restaurant,22.54651846470317,88.387213364055,Tangra,22.5461,88.3861
1,Big Boss,Chinese Restaurant,22.546493181530703,88.3881620914969,Tangra,22.5461,88.3861
2,Golden Joy,Chinese Restaurant,22.545592321408858,88.3874745703988,Tangra,22.5461,88.3861
3,Kim Ling,Chinese Restaurant,22.546370007873904,88.38696241378784,Tangra,22.5461,88.3861
4,The GRID,Brewery,22.541975373588954,88.3863615989685,Tangra,22.5461,88.3861
0,,,,,Tara Tala,22.509,88.275
0,pora aswathotalla,Bus Station,22.468528526679503,88.30900752593143,Thakur Pukur,22.46459246,88.31079238
0,Aminia,Mughlai Restaurant,22.48617068427234,88.35153579711914,Tollygunge,22.4869,88.3524
1,Hot Chips,Food,22.487569232423755,88.34988095240446,Tollygunge,22.4869,88.3524
2,Saha Pharmacy,Pharmacy,22.483394976474088,88.35312366485596,Tollygunge,22.4869,88.3524
3,State Bank of India ATM,ATM,22.4874933,88.3564129,Tollygunge,22.4869,88.3524
0,Bhandari Automobiles Service Centre,Auto Garage,22.538247,88.394281,Topsia,22.5358822,88.39139240000002
0,Gurus Gym,Gym,22.592936801083756,88.38566034925503,Ultadanga,22.59428028,88.38602029
1,Axis Bank ATM,ATM,22.59596,88.38297,Ultadanga,22.59428028,88.38602029
